brand,shoe_name,date,sales,ad_cost,impressions,clicks
New Balance,574 Core,2024-11-03,81,8678,23583,856
Reebok,Club C 85,2024-11-03,171,2358,28612,758
Nike,Pegasus 40,2024-11-03,123,5735,9605,394
Adidas,Gazelle,2024-11-03,40,11989,8279,646
Puma,Slipstream,2024-11-03,146,2306,32529,2039
New Balance,550,2024-11-03,165,10491,25089,1549
Reebok,Classic Leather,2024-11-03,141,8490,17134,732
Nike,Air Force 1,2024-11-03,157,2137,31761,932
Adidas,Superstar,2024-11-03,38,3979,19596,615
Puma,Rider Vintage,2024-11-03,212,11458,29896,2306
New Balance,327,2024-11-03,194,6003,24453,520
Reebok,Question Mid,2024-11-03,225,1984,22756,1112
Nike,Air Max 270,2024-11-03,24,8040,18315,1287
Adidas,Stan Smith,2024-11-04,24,10377,34142,2305
Puma,Cali Dream,2024-11-04,31,2453,7867,403
New Balance,9060,2024-11-04,195,9446,5537,422
Reebok,Zig Kinetica,2024-11-04,243,10757,14831,1033
Nike,Jordan 1,2024-11-04,116,11025,5951,190
Adidas,Ultraboost 23,2024-11-04,151,11941,32243,2334
Puma,RS-X,2024-11-04,110,1556,19392,477
New Balance,2002R,2024-11-04,137,8211,34711,1187
Reebok,Instapump Fury,2024-11-04,126,6289,6494,409
Nike,Cortez,2024-11-04,214,4113,7319,243
Adidas,NMD S1,2024-11-04,188,6173,14503,296
Puma,Suede Classic,2024-11-04,98,9890,28374,952
New Balance,990v6,2024-11-04,155,2496,18631,1030
Reebok,Nano X3,2024-11-04,136,4137,29621,1480
Nike,Vaporfly 3,2024-11-04,206,8117,25322,1776
Adidas,Samba,2024-11-05,162,4219,10619,638
Puma,Mayze,2024-11-05,209,9529,22492,1308
New Balance,574 Core,2024-11-05,26,11433,11527,518
Reebok,Club C 85,2024-11-05,237,4163,21825,1493
Nike,Pegasus 40,2024-11-05,140,4925,24159,879
Adidas,Gazelle,2024-11-05,42,4259,22307,1364
Puma,Slipstream,2024-11-05,57,12101,14739,888
New Balance,550,2024-11-05,110,1910,31063,2344
Reebok,Classic Leather,2024-11-05,145,2354,19879,1549
Nike,Air Force 1,2024-11-05,41,3679,12869,512
Adidas,Superstar,2024-11-05,133,10745,29730,772
Puma,Rider Vintage,2024-11-05,179,6962,17264,370
New Balance,327,2024-11-05,144,11658,11408,238
Reebok,Question Mid,2024-11-05,143,9843,18556,521
Nike,Air Max 270,2024-11-05,93,11109,19478,420
Adidas,Stan Smith,2024-11-06,248,8316,33482,1609
Puma,Cali Dream,2024-11-06,121,11643,21673,579
New Balance,9060,2024-11-06,135,10164,16327,431
Reebok,Zig Kinetica,2024-11-06,106,3563,16910,1317
Nike,Jordan 1,2024-11-06,146,7459,10136,285
Adidas,Ultraboost 23,2024-11-06,164,2129,15506,1211
Puma,RS-X,2024-11-06,236,7774,27025,1309
New Balance,2002R,2024-11-06,225,6225,32350,1775
Reebok,Instapump Fury,2024-11-06,190,2201,32114,2039
Nike,Cortez,2024-11-06,112,11910,33857,1769
Adidas,NMD S1,2024-11-06,33,7778,30110,944
Puma,Suede Classic,2024-11-06,192,6528,15645,850
New Balance,990v6,2024-11-06,65,2966,16457,1025
Reebok,Nano X3,2024-11-06,45,3628,30554,1590
Nike,Vaporfly 3,2024-11-06,199,1800,11719,272
Adidas,Samba,2024-11-07,149,3473,29714,1567
Puma,Mayze,2024-11-07,78,3003,11656,456
New Balance,574 Core,2024-11-07,192,5945,5887,348
Reebok,Club C 85,2024-11-07,43,5022,28065,835
Nike,Pegasus 40,2024-11-07,180,11922,31247,626
Adidas,Gazelle,2024-11-07,224,8530,9961,541
Puma,Slipstream,2024-11-07,114,3592,10978,651
New Balance,550,2024-11-07,160,1641,18402,706
Reebok,Classic Leather,2024-11-07,161,4848,11067,511
Nike,Air Force 1,2024-11-07,187,2079,31107,2407
Adidas,Superstar,2024-11-07,86,5502,33912,1080
Puma,Rider Vintage,2024-11-07,98,6626,14085,783
New Balance,327,2024-11-07,139,8402,29807,2236
Reebok,Question Mid,2024-11-07,205,9437,28103,757
Nike,Air Max 270,2024-11-07,189,7824,22950,1665
Adidas,Stan Smith,2024-11-08,228,7772,34597,1103
Puma,Cali Dream,2024-11-08,186,10150,10620,463
New Balance,9060,2024-11-08,22,11779,19260,1017
Reebok,Zig Kinetica,2024-11-08,159,7881,13962,297
Nike,Jordan 1,2024-11-08,62,1616,14135,1083
Adidas,Ultraboost 23,2024-11-08,98,2549,15626,479
Puma,RS-X,2024-11-08,129,10103,17561,1173
New Balance,2002R,2024-11-08,118,8542,31360,1411
Reebok,Instapump Fury,2024-11-08,148,8433,10845,412
Nike,Cortez,2024-11-08,212,6788,18084,387
Adidas,NMD S1,2024-11-08,62,3621,23229,501
Puma,Suede Classic,2024-11-08,134,10612,26614,968
New Balance,990v6,2024-11-08,158,5895,14521,844
Reebok,Nano X3,2024-11-08,248,10057,12762,524
Nike,Vaporfly 3,2024-11-08,154,7331,5060,366
Adidas,Samba,2024-11-09,229,4805,28477,1185
Puma,Mayze,2024-11-09,20,5292,31597,1399
New Balance,574 Core,2024-11-09,204,3598,12041,489
Reebok,Club C 85,2024-11-09,68,6350,12001,752
Nike,Pegasus 40,2024-11-09,77,10792,26161,1698
Adidas,Gazelle,2024-11-09,95,10279,33871,1918
Puma,Slipstream,2024-11-09,31,9975,22569,553
New Balance,550,2024-11-09,89,6822,14471,803
Reebok,Classic Leather,2024-11-09,84,11511,7602,319
Nike,Air Force 1,2024-11-09,194,1872,17612,945
Adidas,Superstar,2024-11-09,158,10753,33690,1412
Puma,Rider Vintage,2024-11-09,42,9638,16646,1029
New Balance,327,2024-11-09,101,2532,6498,174
Reebok,Question Mid,2024-11-09,191,4754,29792,912
Nike,Air Max 270,2024-11-09,170,4101,9833,633
Adidas,Stan Smith,2024-11-10,113,3705,30135,2142
Puma,Cali Dream,2024-11-10,153,5794,32450,2423
New Balance,9060,2024-11-10,67,3216,28532,1325
Reebok,Zig Kinetica,2024-11-10,39,4669,5293,209
Nike,Jordan 1,2024-11-10,40,3927,8742,547
Adidas,Ultraboost 23,2024-11-10,225,1713,10283,254
Puma,RS-X,2024-11-10,73,6478,26678,640
New Balance,2002R,2024-11-10,160,7720,33481,1092
Reebok,Instapump Fury,2024-11-10,158,7916,14841,400
Nike,Cortez,2024-11-10,183,7495,26850,1168
Adidas,NMD S1,2024-11-10,36,10590,24620,1902
Puma,Suede Classic,2024-11-10,197,6131,30244,948
New Balance,990v6,2024-11-10,145,5456,18551,1020
Reebok,Nano X3,2024-11-10,75,3277,32291,1227
Nike,Vaporfly 3,2024-11-10,22,3952,14817,783
Adidas,Samba,2024-11-11,142,4772,30282,2255
Puma,Mayze,2024-11-11,71,2064,16963,870
New Balance,574 Core,2024-11-11,149,10782,11994,656
Reebok,Club C 85,2024-11-11,123,11744,6298,203
Nike,Pegasus 40,2024-11-11,100,4527,20520,507
Adidas,Gazelle,2024-11-11,69,1848,34268,1912
Puma,Slipstream,2024-11-11,132,10047,22500,1721
New Balance,550,2024-11-11,63,10675,8437,344
Reebok,Classic Leather,2024-11-11,155,8984,31088,1496
Nike,Air Force 1,2024-11-11,52,10662,17374,472
Adidas,Superstar,2024-11-11,103,10853,28715,2079
Puma,Rider Vintage,2024-11-11,99,8509,8553,387
New Balance,327,2024-11-11,207,1772,11213,616
Reebok,Question Mid,2024-11-11,66,9777,7268,343
Nike,Air Max 270,2024-11-11,249,7304,20452,760
Adidas,Stan Smith,2024-11-12,238,7045,28626,794
Puma,Cali Dream,2024-11-12,50,5190,31599,1668
New Balance,9060,2024-11-12,55,2628,25567,513
Reebok,Zig Kinetica,2024-11-12,68,10550,9012,382
Nike,Jordan 1,2024-11-12,41,11693,34992,1063
Adidas,Ultraboost 23,2024-11-12,105,6637,17436,999
Puma,RS-X,2024-11-12,144,11736,27974,1644
New Balance,2002R,2024-11-12,204,6551,8817,299
Reebok,Instapump Fury,2024-11-12,57,7645,16840,549
Nike,Cortez,2024-11-12,75,4208,15085,350
Adidas,NMD S1,2024-11-12,86,11509,27817,1196
Puma,Suede Classic,2024-11-12,27,3138,31843,1135
New Balance,990v6,2024-11-12,181,2989,30062,995
Reebok,Nano X3,2024-11-12,140,4824,10132,632
Nike,Vaporfly 3,2024-11-12,48,5244,26671,1025
Adidas,Samba,2024-11-13,198,6619,13860,724
Puma,Mayze,2024-11-13,86,6077,27074,2001
New Balance,574 Core,2024-11-13,205,4515,28414,999
Reebok,Club C 85,2024-11-13,105,2892,23334,1395
Nike,Pegasus 40,2024-11-13,234,10115,17552,697
Adidas,Gazelle,2024-11-13,195,8522,22799,911
Puma,Slipstream,2024-11-13,35,3279,33382,1488
New Balance,550,2024-11-13,71,11258,8670,193
Reebok,Classic Leather,2024-11-13,229,8138,22352,1582
Nike,Air Force 1,2024-11-13,97,9534,23412,842
Adidas,Superstar,2024-11-13,96,7084,27339,1932
Puma,Rider Vintage,2024-11-13,30,10564,6793,260
New Balance,327,2024-11-13,174,8117,19069,1501
Reebok,Question Mid,2024-11-13,166,10650,21666,475
Nike,Air Max 270,2024-11-13,98,2674,14483,820
Adidas,Stan Smith,2024-11-14,183,2922,28138,1260
Puma,Cali Dream,2024-11-14,126,11829,27818,595
New Balance,9060,2024-11-14,81,7628,34886,891
Reebok,Zig Kinetica,2024-11-14,105,1756,24469,851
Nike,Jordan 1,2024-11-14,45,5577,32946,2195
Adidas,Ultraboost 23,2024-11-14,40,6470,34750,826
Puma,RS-X,2024-11-14,81,3295,7846,504
New Balance,2002R,2024-11-14,193,8654,15421,1179
Reebok,Instapump Fury,2024-11-14,63,11877,22515,1792
Nike,Cortez,2024-11-14,84,4983,25147,1570
Adidas,NMD S1,2024-11-14,95,6809,8962,660
Puma,Suede Classic,2024-11-14,223,7708,10959,300
New Balance,990v6,2024-11-14,127,4178,15351,394
Reebok,Nano X3,2024-11-14,167,7483,15061,912
Nike,Vaporfly 3,2024-11-14,43,1843,23553,1220
Adidas,Samba,2024-11-15,71,11799,22528,1800
Puma,Mayze,2024-11-15,28,2348,20279,997
New Balance,574 Core,2024-11-15,239,5176,16692,1272
Reebok,Club C 85,2024-11-15,77,3631,32721,1757
Nike,Pegasus 40,2024-11-15,86,9690,22531,900
Adidas,Gazelle,2024-11-15,95,6182,22532,1581
Puma,Slipstream,2024-11-15,55,1744,28443,639
New Balance,550,2024-11-15,25,1504,8794,665
Reebok,Classic Leather,2024-11-15,206,6936,34583,1250
Nike,Air Force 1,2024-11-15,44,3532,21676,1092
Adidas,Superstar,2024-11-15,39,6421,22359,1014
Puma,Rider Vintage,2024-11-15,156,1532,29420,1168
New Balance,327,2024-11-15,34,8224,6424,159
Reebok,Question Mid,2024-11-15,199,4709,22304,741
Nike,Air Max 270,2024-11-15,181,9792,21773,800
Adidas,Stan Smith,2024-11-16,136,3891,33801,760
Puma,Cali Dream,2024-11-16,216,4831,17858,1403
New Balance,9060,2024-11-16,51,2233,7829,184
Reebok,Zig Kinetica,2024-11-16,75,2482,13972,299
Nike,Jordan 1,2024-11-16,232,9724,11814,447
Adidas,Ultraboost 23,2024-11-16,57,8664,26176,1521
Puma,RS-X,2024-11-16,114,7310,13757,565
New Balance,2002R,2024-11-16,102,2756,21807,922
Reebok,Instapump Fury,2024-11-16,213,3760,29908,829
Nike,Cortez,2024-11-16,161,9621,14241,775
Adidas,NMD S1,2024-11-16,181,10281,29846,1546
Puma,Suede Classic,2024-11-16,143,9571,13663,627
New Balance,990v6,2024-11-16,240,4221,18952,707
Reebok,Nano X3,2024-11-16,133,7492,11899,718
Nike,Vaporfly 3,2024-11-16,201,9091,6941,359
Adidas,Samba,2024-11-17,168,10338,18477,966
Puma,Mayze,2024-11-17,155,7160,12586,907
New Balance,574 Core,2024-11-17,144,4862,25274,1104
Reebok,Club C 85,2024-11-17,76,4224,14125,1081
Nike,Pegasus 40,2024-11-17,27,7074,16790,498
Adidas,Gazelle,2024-11-17,62,6091,26255,1708
Puma,Slipstream,2024-11-17,159,10613,13762,934
New Balance,550,2024-11-17,32,10338,31774,1266
Reebok,Classic Leather,2024-11-17,71,8957,7001,270
Nike,Air Force 1,2024-11-17,66,2575,34036,1484
Adidas,Superstar,2024-11-17,79,10817,6753,325
Puma,Rider Vintage,2024-11-17,41,3660,22169,652
New Balance,327,2024-11-17,61,9820,19019,701
Reebok,Question Mid,2024-11-17,229,11588,8486,599
Nike,Air Max 270,2024-11-17,108,11030,34246,1126
Adidas,Stan Smith,2024-11-18,166,9872,31189,898
Puma,Cali Dream,2024-11-18,153,1955,31979,2551
New Balance,9060,2024-11-18,244,9815,9138,506
Reebok,Zig Kinetica,2024-11-18,105,5185,20104,1355
Nike,Jordan 1,2024-11-18,52,3476,32397,671
Adidas,Ultraboost 23,2024-11-18,60,3189,15396,1031
Puma,RS-X,2024-11-18,137,6244,21495,1523
New Balance,2002R,2024-11-18,241,6516,21179,1099
Reebok,Instapump Fury,2024-11-18,97,4295,27292,1356
Nike,Cortez,2024-11-18,220,1668,10522,409
Adidas,NMD S1,2024-11-18,101,6337,9198,287
Puma,Suede Classic,2024-11-18,39,4693,19095,1343
New Balance,990v6,2024-11-18,180,10116,17755,969
Reebok,Nano X3,2024-11-18,205,11469,26507,868
Nike,Vaporfly 3,2024-11-18,51,4289,9351,539
Adidas,Samba,2024-11-19,202,10948,29447,1063
Puma,Mayze,2024-11-19,194,11050,18151,493
New Balance,574 Core,2024-11-19,186,1956,34133,1476
Reebok,Club C 85,2024-11-19,222,9915,13807,845
Nike,Pegasus 40,2024-11-19,91,3040,18454,1052
Adidas,Gazelle,2024-11-19,182,3073,34986,2512
Puma,Slipstream,2024-11-19,181,2311,5276,142
New Balance,550,2024-11-19,132,3544,24668,1101
Reebok,Classic Leather,2024-11-19,233,7196,33434,1411
Nike,Air Force 1,2024-11-19,155,5123,9123,528
Adidas,Superstar,2024-11-19,70,7067,22678,912
Puma,Rider Vintage,2024-11-19,172,10795,19049,1123
New Balance,327,2024-11-19,26,4219,25258,1357
Reebok,Question Mid,2024-11-19,210,6716,26986,1707
Nike,Air Max 270,2024-11-19,125,4055,6775,188
Adidas,Stan Smith,2024-11-20,210,1628,9729,307
Puma,Cali Dream,2024-11-20,242,10600,26476,1349
New Balance,9060,2024-11-20,156,7587,8330,572
Reebok,Zig Kinetica,2024-11-20,89,9187,25522,1248
Nike,Jordan 1,2024-11-20,141,11946,12955,566
Adidas,Ultraboost 23,2024-11-20,221,2433,31813,1023
Puma,RS-X,2024-11-20,200,7358,26622,1286
New Balance,2002R,2024-11-20,154,10018,29975,2346
Reebok,Instapump Fury,2024-11-20,211,6828,8304,407
Nike,Cortez,2024-11-20,202,6306,6534,329
Adidas,NMD S1,2024-11-20,115,2035,32885,1100
Puma,Suede Classic,2024-11-20,227,6783,5626,354
New Balance,990v6,2024-11-20,242,2919,18579,543
Reebok,Nano X3,2024-11-20,209,7840,13049,952
Nike,Vaporfly 3,2024-11-20,54,3222,30597,713
Adidas,Samba,2024-11-21,115,9576,29801,2255
Puma,Mayze,2024-11-21,94,6558,32957,1488
New Balance,574 Core,2024-11-21,95,7641,18329,971
Reebok,Club C 85,2024-11-21,95,1669,19337,1391
Nike,Pegasus 40,2024-11-21,90,7031,7002,555
Adidas,Gazelle,2024-11-21,245,2529,10169,457
Puma,Slipstream,2024-11-21,99,11219,12178,633
New Balance,550,2024-11-21,161,8885,19745,519
Reebok,Classic Leather,2024-11-21,157,5970,7985,591
Nike,Air Force 1,2024-11-21,44,11543,13367,1010
Adidas,Superstar,2024-11-21,250,6279,30816,1966
Puma,Rider Vintage,2024-11-21,147,10484,34076,1898
New Balance,327,2024-11-21,28,7617,5115,177
Reebok,Question Mid,2024-11-21,242,10040,33141,1156
Nike,Air Max 270,2024-11-21,143,5389,16847,1317
Adidas,Stan Smith,2024-11-22,61,4032,24500,1335
Puma,Cali Dream,2024-11-22,83,11843,12137,530
New Balance,9060,2024-11-22,24,8000,8205,226
Reebok,Zig Kinetica,2024-11-22,222,2149,25124,689
Nike,Jordan 1,2024-11-22,141,11715,31909,2336
Adidas,Ultraboost 23,2024-11-22,80,4486,34926,1324
Puma,RS-X,2024-11-22,232,8509,6042,458
New Balance,2002R,2024-11-22,167,6723,5884,400
Reebok,Instapump Fury,2024-11-22,88,7961,25166,1405
Nike,Cortez,2024-11-22,221,5186,22462,1712
Adidas,NMD S1,2024-11-22,229,1716,31708,1852
Puma,Suede Classic,2024-11-22,110,2543,6682,146
New Balance,990v6,2024-11-22,197,9209,31870,2137
Reebok,Nano X3,2024-11-22,148,11763,29452,1261
Nike,Vaporfly 3,2024-11-22,31,4372,23149,1243
Adidas,Samba,2024-11-23,206,9552,24128,1905
Puma,Mayze,2024-11-23,52,11842,14123,416
New Balance,574 Core,2024-11-23,66,11866,29180,1706
Reebok,Club C 85,2024-11-23,157,9361,13474,326
Nike,Pegasus 40,2024-11-23,173,2536,17973,461
Adidas,Gazelle,2024-11-23,249,5070,23062,1535
Puma,Slipstream,2024-11-23,72,11108,33278,1462
New Balance,550,2024-11-23,65,6205,32890,837
Reebok,Classic Leather,2024-11-23,154,5808,10308,265
Nike,Air Force 1,2024-11-23,237,4566,34960,2369
Adidas,Superstar,2024-11-23,115,8493,11565,467
Puma,Rider Vintage,2024-11-23,128,2942,25763,776
New Balance,327,2024-11-23,74,5897,13653,947
Reebok,Question Mid,2024-11-23,85,2288,33491,876
Nike,Air Max 270,2024-11-23,243,5758,22445,788
Adidas,Stan Smith,2024-11-24,245,4844,33941,1553
Puma,Cali Dream,2024-11-24,186,7571,33298,2074
New Balance,9060,2024-11-24,39,1911,27020,1756
Reebok,Zig Kinetica,2024-11-24,63,4121,5194,256
Nike,Jordan 1,2024-11-24,101,5957,23495,1355
Adidas,Ultraboost 23,2024-11-24,153,11433,20492,1446
Puma,RS-X,2024-11-24,43,6279,31334,1645
New Balance,2002R,2024-11-24,235,5256,15391,1211
Reebok,Instapump Fury,2024-11-24,68,8901,15179,729
Nike,Cortez,2024-11-24,89,11198,28780,1496
Adidas,NMD S1,2024-11-24,95,1403,22294,643
Puma,Suede Classic,2024-11-24,110,8068,32057,1686
New Balance,990v6,2024-11-24,120,9391,15707,327
Reebok,Nano X3,2024-11-24,136,7603,34323,2549
Nike,Vaporfly 3,2024-11-24,55,4661,15349,410
Adidas,Samba,2024-11-25,235,12003,9128,420
Puma,Mayze,2024-11-25,201,10379,14507,829
New Balance,574 Core,2024-11-25,132,5024,6995,176
Reebok,Club C 85,2024-11-25,43,2170,18267,943
Nike,Pegasus 40,2024-11-25,111,10559,13167,780
Adidas,Gazelle,2024-11-25,204,11581,28659,2040
Puma,Slipstream,2024-11-25,64,11132,7377,260
New Balance,550,2024-11-25,232,5381,11226,615
Reebok,Classic Leather,2024-11-25,188,9680,8572,494
Nike,Air Force 1,2024-11-25,198,7847,12561,389
Adidas,Superstar,2024-11-25,95,8797,11532,262
Puma,Rider Vintage,2024-11-25,88,11550,29248,1156
New Balance,327,2024-11-25,247,6970,24105,1816
Reebok,Question Mid,2024-11-25,147,6573,30235,1813
Nike,Air Max 270,2024-11-25,33,5555,10444,496
Adidas,Stan Smith,2024-11-26,177,5082,11934,727
Puma,Cali Dream,2024-11-26,197,5178,13225,953
New Balance,9060,2024-11-26,208,4041,12381,477
Reebok,Zig Kinetica,2024-11-26,130,3324,30037,800
Nike,Jordan 1,2024-11-26,35,5795,12673,585
Adidas,Ultraboost 23,2024-11-26,232,3637,9661,730
Puma,RS-X,2024-11-26,237,5029,28301,1132
New Balance,2002R,2024-11-26,219,5995,22847,603
Reebok,Instapump Fury,2024-11-26,143,9624,9926,449
Nike,Cortez,2024-11-26,101,4152,33275,930
Adidas,NMD S1,2024-11-26,172,10470,11795,505
Puma,Suede Classic,2024-11-26,28,3165,9350,284
New Balance,990v6,2024-11-26,141,5193,13917,1073
Reebok,Nano X3,2024-11-26,161,6491,21293,580
Nike,Vaporfly 3,2024-11-26,219,3014,18902,744
Adidas,Samba,2024-11-27,87,11193,11516,469
Puma,Mayze,2024-11-27,64,9940,8604,319
New Balance,574 Core,2024-11-27,139,10388,23568,837
Reebok,Club C 85,2024-11-27,219,9240,5767,257
Nike,Pegasus 40,2024-11-27,190,6277,19262,1086
Adidas,Gazelle,2024-11-27,250,4382,10482,820
Puma,Slipstream,2024-11-27,22,5673,12837,577
New Balance,550,2024-11-27,209,7078,29214,1692
Reebok,Classic Leather,2024-11-27,175,5903,28054,986
Nike,Air Force 1,2024-11-27,108,6544,6530,159
Adidas,Superstar,2024-11-27,154,6952,8164,451
Puma,Rider Vintage,2024-11-27,176,7698,22818,790
New Balance,327,2024-11-27,34,5118,8909,600
Reebok,Question Mid,2024-11-27,78,10190,14574,973
Nike,Air Max 270,2024-11-27,71,4736,5365,334
Adidas,Stan Smith,2024-11-28,76,4477,9140,415
Puma,Cali Dream,2024-11-28,147,3130,5577,198
New Balance,9060,2024-11-28,70,3858,32742,1688
Reebok,Zig Kinetica,2024-11-28,183,7124,30983,1471
Nike,Jordan 1,2024-11-28,69,3541,24276,784
Adidas,Ultraboost 23,2024-11-28,210,2863,33477,948
Puma,RS-X,2024-11-28,167,8946,8199,581
New Balance,2002R,2024-11-28,194,10109,22020,900
Reebok,Instapump Fury,2024-11-28,32,11420,32899,2441
Nike,Cortez,2024-11-28,150,2015,26698,1039
Adidas,NMD S1,2024-11-28,160,4488,21218,1327
Puma,Suede Classic,2024-11-28,80,2134,24932,617
New Balance,990v6,2024-11-28,52,3199,19541,486
Reebok,Nano X3,2024-11-28,246,7032,29074,2272
Nike,Vaporfly 3,2024-11-28,213,8480,10165,754
Adidas,Samba,2024-11-29,218,6297,13744,641
Puma,Mayze,2024-11-29,32,5140,19976,1539
New Balance,574 Core,2024-11-29,39,9688,7680,360
Reebok,Club C 85,2024-11-29,143,4521,20593,692
Nike,Pegasus 40,2024-11-29,250,11683,17119,694
Adidas,Gazelle,2024-11-29,167,8764,26630,781
Puma,Slipstream,2024-11-29,94,9835,11259,842
New Balance,550,2024-11-29,97,7047,24585,1444
Reebok,Classic Leather,2024-11-29,56,10525,16868,937
Nike,Air Force 1,2024-11-29,101,5981,33735,1619
Adidas,Superstar,2024-11-29,191,5613,23756,972
Puma,Rider Vintage,2024-11-29,246,11098,6186,235
New Balance,327,2024-11-29,198,7062,26776,1275
Reebok,Question Mid,2024-11-29,155,8806,5249,121
Nike,Air Max 270,2024-11-29,39,2038,32612,809
Adidas,Stan Smith,2024-11-30,128,4075,16456,988
Puma,Cali Dream,2024-11-30,185,9814,32712,1237
New Balance,9060,2024-11-30,245,2590,30760,2268
Reebok,Zig Kinetica,2024-11-30,214,8436,32958,2283
Nike,Jordan 1,2024-11-30,160,1985,12620,270
Adidas,Ultraboost 23,2024-11-30,147,4790,25142,757
Puma,RS-X,2024-11-30,178,11106,10583,505
New Balance,2002R,2024-11-30,204,4876,15829,360
Reebok,Instapump Fury,2024-11-30,127,3622,33310,1927
Nike,Cortez,2024-11-30,42,9187,34611,2171
Adidas,NMD S1,2024-11-30,174,4844,18916,970
Puma,Suede Classic,2024-11-30,46,5832,14073,913
New Balance,990v6,2024-11-30,193,10432,8940,435
Reebok,Nano X3,2024-11-30,119,4034,28170,652
Nike,Vaporfly 3,2024-11-30,127,9727,5863,186
Adidas,Samba,2024-12-01,226,5688,34459,2202
Puma,Mayze,2024-12-01,186,1926,22834,1301
New Balance,574 Core,2024-12-01,184,2799,34374,962
Reebok,Club C 85,2024-12-01,214,4639,5094,298
Nike,Pegasus 40,2024-12-01,27,11822,23365,890
Adidas,Gazelle,2024-12-01,83,10603,17797,574
Puma,Slipstream,2024-12-01,101,11002,20316,1113
New Balance,550,2024-12-01,75,10850,5677,396
Reebok,Classic Leather,2024-12-01,57,9076,25587,658
Nike,Air Force 1,2024-12-01,185,6234,20098,937
Adidas,Superstar,2024-12-01,28,7708,24275,1024
Puma,Rider Vintage,2024-12-01,224,8858,14530,460
New Balance,327,2024-12-01,130,1691,5931,338
Reebok,Question Mid,2024-12-01,173,4990,17607,409
Nike,Air Max 270,2024-12-01,123,4384,15785,579
Adidas,Stan Smith,2024-12-02,153,1602,16912,957
Puma,Cali Dream,2024-12-02,167,4956,21571,1163
New Balance,9060,2024-12-02,89,5621,18490,823
Reebok,Zig Kinetica,2024-12-02,141,11595,26569,1301
Nike,Jordan 1,2024-12-02,243,2381,21474,714
Adidas,Ultraboost 23,2024-12-02,219,7322,11462,866
Puma,RS-X,2024-12-02,233,3521,20739,914
New Balance,2002R,2024-12-02,32,5667,6843,140
Reebok,Instapump Fury,2024-12-02,54,9590,19079,607
Nike,Cortez,2024-12-02,84,5589,29461,1830
Adidas,NMD S1,2024-12-02,81,9565,24516,1019
Puma,Suede Classic,2024-12-02,228,10268,28058,1378
New Balance,990v6,2024-12-02,111,7986,33278,2640
Reebok,Nano X3,2024-12-02,230,3406,31940,2508
Nike,Vaporfly 3,2024-12-02,90,3946,20310,648
Adidas,Samba,2024-12-03,71,11259,10017,549
Puma,Mayze,2024-12-03,130,2165,13063,499
New Balance,574 Core,2024-12-03,186,2758,14971,953
Reebok,Club C 85,2024-12-03,247,6131,13781,673
Nike,Pegasus 40,2024-12-03,160,8139,30555,1562
Adidas,Gazelle,2024-12-03,86,1799,17735,1060
Puma,Slipstream,2024-12-03,76,11323,13094,709
New Balance,550,2024-12-03,131,5168,20998,1080
Reebok,Classic Leather,2024-12-03,105,3294,5315,243
Nike,Air Force 1,2024-12-03,25,11847,9098,244
Adidas,Superstar,2024-12-03,114,9743,26619,986
Puma,Rider Vintage,2024-12-03,57,8845,26202,1843
New Balance,327,2024-12-03,222,7034,13567,1002
Reebok,Question Mid,2024-12-03,237,5642,20740,1130
Nike,Air Max 270,2024-12-03,138,4593,26217,1126
